,number,xmin_scaled,xmax_scaled,ymin_scaled,ymax_scaled
1275,184259,278.1285072951739,371.656378600823,170.9895565827769,202.87621982537235
1276,184259,281.6358024691358,356.84779897742857,235.40489642184556,251.88323917137475
354,184260,86.33253871349108,237.50411845649936,12.090354750533177,38.89940224084587
31,184261,72.01166180758015,109.82142857142854,210.9073359073359,289.8166023166023
1644,184262,171.9540141593373,207.8004378384606,53.740926856504736,62.426329176747934
1645,184262,173.94736596257508,215.05311049037283,71.3024582371316,79.4230159808049
1646,184262,254.29041208508886,352.383666071879,70.90633346914754,80.6113902847571
1296,184263,78.65640225154912,162.61647982593064,145.72011386643524,163.83522857012375
653,184266,293.7593005952381,382.6962425595237,32.11462450592885,70.81686429512516
654,184266,263.7243783602151,378.7067372311829,127.92723872667771,145.2817090965758
655,184266,282.10055443548384,379.7568044354839,169.33004660914898,208.50156544406198
554,184267,32.34246270318417,98.02939211756848,179.5435510887772,191.0245672808487
555,184267,183.7564016922735,223.27989311957248,171.4824120603015,179.0549972082635
556,184267,224.3592876810531,292.78882969190414,170.51722024757933,182.31400906973892
557,184267,181.1835052218257,234.13493653974612,181.42031294684804,188.74862115455323
853,184269,269.71228261859227,367.59082217973224,129.0186125211506,164.44585448392553
854,184269,74.99468876141914,359.7587880570672,189.05375504360276,207.84524274371995
855,184269,91.98500196628831,299.4623218474974,205.85826403139288,216.0960506894193
856,184269,299.59873966552664,368.49522886201856,207.69285765353544,220.62152951550252
857,184269,280.29874594924553,299.59873966552664,215.51261886037037,221.4556373775649
858,184269,90.88950529178898,280.07432741766087,215.72114582588597,223.01958961893192
859,184269,87.97206438118835,140.71041930358442,223.1238531016897,234.48857272228977
860,184269,140.93483783516908,296.90571728651065,222.60253568790068,231.25640475679805
861,184269,85.27904200217237,141.3836748983384,234.48857272228977,240.7443816877577
862,184269,139.5883266456611,169.88482840959074,232.19477610161823,239.49321989466412
863,184269,176.39296582554604,237.65922494815933,230.9436143085246,239.07616596363292
864,184269,27.827897916498355,163.3766909936355,238.97190248087512,248.5641428945926
865,184269,163.3766909936355,263.91619314356507,237.82500417053936,248.7726698601082
866,184269,67.32555947539923,278.72781622815285,245.74902886013206,256.90522151521657
867,184269,27.154642321744358,228.68248368477276,256.07111365315416,264.82924620480924
681,184270,291.74757281553394,380.7443365695793,101.48612945838838,123.83311316600616
682,184270,298.2200647249191,371.0355987055016,198.19462791721708,223.2386613826508
268,184283,59.8065416162431,72.83262740352292,110.062893081761,117.79704232534422
269,184283,106.44833266101921,409.8300726099233,98.5608249759193,151.11337752847191
270,184283,335.03512841199404,406.048305768455,147.34545866621337,213.38319451527002
271,184283,95.94342476805163,193.0087736990722,198.90645362343477,225.4801971783104
272,184283,306.88197525884095,398.904968401237,205.64904527168682,241.74174174174175
273,184283,64.00850477343015,465.71618260051093,5.949345571987082,34.506204317525075
274,184283,240.91115369100444,257.29881000403384,296.87234404215536,303.8132472094737
275,184283,61.487326879117916,343.8592510420869,303.8132472094737,321.46297240636864
276,184283,337.5563063063063,452.69009681323115,323.446087597031,335.146467221939
277,184283,125.77736318407959,387.97986419255074,232.6194118646949,269.70366593008106
450,184284,60.68342498036134,469.00366588112064,3.9738497186362136,35.64106807900254
451,184284,102.41555380989783,407.63288819062575,96.27220567141123,135.66313582698882
452,184284,117.96281749148987,209.60984550929564,124.46375372393248,146.47633234028467
453,184284,294.71065724011515,384.7211311861743,132.57365110890433,152.6553017764537
454,184284,61.501702016234574,193.24430479183027,150.72437382765088,225.2581926514399
455,184284,330.7148468185388,456.7295103430217,319.48747655301776,338.02438486152494
456,184284,60.68342498036134,345.4438334642576,292.4544852697782,322.9631468608628
457,184284,121.23592563498295,388.81251636554055,229.8924197285667,271.9866490124682
458,184284,326.6234616391724,411.72427336999203,147.2487035198058,208.65221229173562
459,184284,299.6203194553547,402.7232259753862,206.33509875317225,240.31943065210197
748,184293,60.841625207296865,466.625207296849,6.848357791754019,34.97554157931517
749,184293,58.966148984805706,73.25282371924163,110.45951611989348,117.99535384441043
750,184293,105.1877437138631,406.8886983998924,97.3709558615219,135.248456003173
751,184293,121.15520371117384,209.81662632782036,125.33288004986117,144.96572043741858
752,184293,293.4356931558424,380.8365268253327,135.05014448410677,151.51000056660436
753,184293,337.976502622025,405.6281094527363,147.74208170434582,208.42540653861408
754,184293,307.1266474644322,398.7736754822379,207.25293317150314,241.23726507043287
755,184293,96.01117220912977,191.7495854063018,201.2026922652543,225.14619883040936
756,184293,126.56018154839833,386.7722789560966,233.64228180514178,270.20118430247527
757,184293,70.09906607314305,344.22187309068687,303.7993306116444,318.47438302254585
758,184293,240.57344854673994,256.3934712402897,296.9767185258744,303.28441649196367
759,184293,337.1301387797852,453.3254778737889,322.20751039023133,336.11019162161165
88,184294,307.148210605209,358.675285741053,137.43961352657007,152.41545893719805
89,184294,300.5902192242833,347.4330148023234,201.44927536231884,238.40579710144928
1495,184296,291.67706721248726,398.59467824871444,74.46338383838385,94.12878787878788
1496,184296,306.23783136138985,391.10628525785023,222.72727272727275,242.17171717171718
1,184298,18.161309760004702,384.1063739106154,131.87344648018808,150.96557231388692
1216,184301,272.197444681447,332.52537004718505,68.88531043120413,86.62849645136278
1217,184301,245.80397733393656,315.827462133454,81.40991232778671,92.36893898729646
242,184305,244.36636967637244,323.2065766510518,80.87020086448003,94.58958386303922
243,184305,268.0949756590429,336.219037996387,69.00478854140181,83.0949656750572
1555,184307,127.50836120401334,251.7319636884854,177.2549019607843,209.80392156862746
1556,184307,389.890906195254,430.9006211180124,205.68627450980392,214.1176470588235
1557,184307,319.01974836757444,365.2054467271858,196.27450980392155,204.7058823529412
1387,184310,276.5401540154016,351.4851485148515,148.65591397849462,164.46236559139786
1388,184310,217.40924092409242,246.97469746974699,310.86021505376345,323.65591397849465
551,184322,180.78615978111242,335.4349710245909,12.515095623915862,39.02850053795314
552,184322,201.21041286685457,222.1548316156001,58.406341259908224,68.46959600401404
125,184328,42.16764225069873,476.89579707852135,13.193759786580062,43.13344545612713
126,184328,44.145177450825294,115.66603385540262,64.27729126795415,88.9733031761681
127,184328,175.32167905922057,201.02963666086592,73.2422818921688,78.99340795298575
128,184328,210.25813426145655,233.6589674629542,73.74973419165265,79.331709485975
129,184328,430.75330907556815,476.23661867847915,60.21767287208336,73.91888495814729
130,184328,47.77065865105732,119.29151505563466,129.23118560188678,160.69322816988537
131,184328,145.65865105732217,193.4490850603807,111.97780741943592,154.6038005760792
132,184328,214.5427938617307,255.74144386436745,112.82356125190898,125.50986873900521
133,184328,215.20197226177294,262.00363866476823,125.50986873900521,149.86757911422993
134,184328,279.14227706586513,470.30401307809944,103.68941986119972,120.60449651066133
135,184328,280.36029226505417,472.8678508440414,123.85125150087744,175.16971460238292
136,184328,292.95792391030494,349.2535903250189,177.3921677288261,183.6554447215295
137,184328,220.52154195011337,252.0156210632401,162.2390782303501,168.0982728364275
138,184328,214.22272612748804,240.2053413958176,168.9064376096795,176.58400295557405
139,184328,203.59347442680777,228.00138573948098,176.98808534220004,184.26156830146854
140,184328,215.79743008314438,254.37767699672466,183.85748591484253,189.7166805209199
141,184328,174.79213907785336,199.0568954854669,194.62077130406306,203.3269099977329
142,184328,142.36755308183876,159.11667697381984,197.04526562381923,203.2167057104713
143,184328,190.03813646670787,261.329279186422,215.22897302199047,223.49429456661377
144,184328,248.2306053734625,271.8511647083075,190.6534169626439,195.61260988941788
145,184328,305.77887720744855,341.8539132824847,189.8819869518124,195.2819970276329
146,184328,332.6204219061362,375.3521610664468,194.951384165848,200.35139424166857
147,184328,377.71421699993124,423.0227444513158,193.84934129323156,199.910577092622
148,184328,423.7703311777386,475.73556171439765,175.28195970977904,216.67795531746762
149,184328,45.729402872260025,140.99899218946837,170.92684954280966,237.8024845294172
150,184328,350.0409423028471,478.71000251952626,243.0555555555556,284.7433884424741
151,184328,49.865625262450656,122.30200722264215,242.18004371786583,281.1066469628398
152,184328,126.76366843033509,197.62534643487024,252.01271512576585,265.7515162710508
153,184328,150.64667842445618,200.51230368690685,266.42498691542744,272.89030510144397
154,184328,170.06802721088437,214.9470899470899,273.56377574582064,278.41276438533293
155,184328,132.53758293440833,175.57949105568153,278.9515409008343,284.60869431359873
156,184328,191.3265306122449,204.4490635760477,278.14337612758226,284.7433884424741
157,184328,208.12337280591248,262.9755605946082,279.625011545211,284.7433884424741
158,184328,257.72654740908706,284.7589653145209,259.0168098272836,265.07804562667405
159,184328,487.1393001645102,499.8582766439909,12.122471598780825,48.87780548628429
160,184328,477.6327197545685,499.8582766439909,48.77512102097697,238.9339152119701
161,184328,486.80305455515537,499.8582766439909,252.2187179111046,268.8279301745636
162,184328,54.54681872749099,480.1337201547285,281.52657571756885,333.29666031000926
1604,184331,380.7134894091416,409.97770345596433,19.814110688635402,33.49176172370088
1605,184331,28.846153846153847,87.37458193979933,247.1588508660752,275.25348542458806
1606,184331,141.72240802675586,223.94091415830547,244.94085340092943,288.5614702154626
1607,184331,252.50836120401337,369.5652173913044,194.29657794676805,258.9881706801859
1608,184331,61.379813052053855,386.18043049481173,159.24084365149002,196.20746807058592
1609,184331,134.98699368264582,237.8941200011434,185.59141182715325,208.90882107612143
1610,184331,27.434754023382787,94.9675556698968,193.36388157680932,235.6385341176216
1611,184331,377.60483663493704,390.82554383557726,251.56261848277057,258.0080812019975
2,184332,369.4863204913456,401.07702253959854,14.216917922948072,29.25923477034294
3,184332,41.08995268741369,63.12997737224131,245.63717711363833,261.0651943930177
4,184332,144.6780687061036,170.39143083840256,238.69456933791764,254.122586617297
5,184332,238.71550736136822,265.1635369831614,234.4518645860883,249.4941814334832
6,184332,323.20226865320757,353.323635722472,226.73785594639864,239.85167063387107
7,184332,38.88595021893088,66.06864733021834,204.36723089129862,215.9382438508331
8,184332,78.55799465162066,426.7903846718974,159.62598078109846,217.8667460107555
523,184334,143.1159420289855,224.63768115942028,244.20152091254752,289.3008027038445
524,184334,26.755852842809364,87.37458193979933,243.83185466835656,274.8838191803971
525,184334,26.755852842809364,98.52285395763657,193.18757921419518,238.28686100549217
526,184334,253.90189520624304,371.6555183946488,193.55724545838612,259.7275031685678
527,184334,59.50390189520624,386.2876254180602,157.32995352767216,196.88424165610476
528,184334,134.7547380156076,239.9665551839465,185.794254330376,211.67089142374311
529,184334,381.4102564102564,409.97770345596433,19.444444444444443,33.86142796789184
679,184335,69.56996869277573,425.46813160848257,6.078483362057536,23.092050024305095
680,184335,62.186189379171815,343.50818122747944,296.4691325290557,320.82946661363735
961,184337,68.5793825570283,265.94507001288076,30.206928953711646,45.935980716591075
962,184337,64.77057104472237,133.67543385825678,44.3273276953875,66.66973076765943
963,184337,64.42431545269456,136.09922300245145,80.79012950933526,103.13253258160721
964,184337,206.38910818409715,221.62435423332084,100.09396576377823,104.56244637823261
965,184337,231.6657664021274,265.59881442085293,93.83809290354209,97.59161661968375
966,184337,342.46755585102693,439.0728660267863,97.77035584426194,105.27740327654531
967,184337,139.5617789227296,260.75123613246353,162.2952159169833,170.8746986967357
968,184337,66.50184900486143,107.70626445617096,211.80598112513786,234.68460187114428
969,184337,101.47366379967036,148.21816872342487,165.15504351023407,284.01662785472075
970,184337,381.5944377501696,466.08080220495566,148.1748171753074,157.4692568533725
971,184337,485.1248597664852,499.8580352072686,12.333006495894104,33.12395309882747
972,184337,71.34942729325077,489.97243805487454,291.3449360624259,341.391918944315
973,184337,224.39439896954335,254.86489106799073,137.98668137435138,143.706336560853
413,184338,111.30762209036969,229.97489730716566,33.840947546531304,86.08291032148901
414,184338,110.92727825954663,217.8038947208276,84.17935702199662,138.74788494077836
415,184338,345.21907804655405,466.9291039099345,249.36548223350255,267.5549915397631
416,184338,105.98280845884679,227.69283432222724,241.32825719120135,275.59221658206434
417,184338,108.26487144378517,238.34246158527304,158.62944162436548,189.29780033840947
418,184338,111.30762209036969,242.5262437243268,184.85617597292725,204.52622673434857
419,184338,116.63243572189259,258.5006846188955,201.14213197969542,234.34856175972925
447,184400,55.415617128463474,147.77497900923595,224.44812362030908,244.9227373068433
448,184400,271.6204869857263,443.74475230898406,219.42604856512142,264.6247240618102
449,184400,264.2737195633921,442.69521410579347,302.869757174393,333.38852097130246
1472,184404,0.4389498254528812,33.489289624258944,29.77637335926106,190.4742613298763
1473,184404,333.0079940509388,441.97083307512753,177.9492788851077,223.55912061794413
124,184406,74.79612640163101,339.64977428280184,49.34099616858238,75.77777777777779
286,184407,236.2722351121423,415.5117995025188,319.8756607847517,335.9454495818132
1620,184409,50.311738717535825,207.55742736419066,22.4663750765051,48.24175113327064
1621,184409,341.7495905418611,379.59866220735785,39.53385381679579,49.635014703906606
1622,184409,370.9966004651995,448.41515614462486,133.7533027810536,148.38257027273136
1623,184409,372.37293034394486,396.8027856916746,156.7421516965472,164.05678544238606
1624,184409,370.65251799551316,390.6093012373206,227.10196201366398,234.41659575950283
1625,184409,371.3406829348858,400.24361038853795,240.33796593470572,248.34923146586252
1626,184409,33.79578017259176,59.601965399066856,203.41648131285237,210.03448327337324
1627,184409,31.38720288478743,46.52683155098615,223.4446451407445,231.28175272557186
1628,184409,37.58068733914145,49.27949130847682,239.8154920957172,245.73686227092008
1629,184409,41.70967697537746,53.06439847502649,278.13024028820655,285.9673478730339
1630,184409,205.49293254607267,218.9121488638397,199.75916443993293,206.0288505077948
1631,184409,208.83655394524962,223.93317230273755,274.37495957047673,282.4406494598616
109,184410,333.2215515314107,376.816454281243,40.895061728395056,54.20524691358024
110,184410,364.52045606975184,444.25814144124,232.25308641975303,253.47222222222217
111,184410,366.0108800953871,394.7015425888665,220.67901234567898,230.51697530864192
112,184410,36.62717042998732,47.80535062225203,257.716049382716,263.8888888888888
113,184410,40.725836500484384,190.88605708324016,288.1944444444444,300.54012345679007
114,184410,207.6533273716372,216.9684775318578,226.466049382716,238.61882716049377
115,184410,366.7560921082047,398.80020865936353,168.78858024691354,175.1543209876543
116,184410,205.79029733959308,217.34108353826662,148.53395061728395,166.28086419753083
296,184411,258.41037493579864,292.3835815784968,70.12053778395921,76.06050069541028
297,184411,118.50496490327001,132.6827598014039,107.64371812702828,114.30806675938803
298,184411,115.82990926211265,129.74019859613082,140.24107556791841,146.76054705609644
299,184411,115.29489813388118,130.00770416024653,160.9585071859063,166.46383866481224
300,184411,111.81732580037664,131.07772641670945,200.36509040333794,221.08252202132593
301,184411,279.00830337271015,289.97603150145517,249.62331942512745,259.9095966620306
302,184411,279.00830337271015,291.3135593220339,137.6332869726472,142.84886416318963
1481,184412,45.37388432075339,115.21364818328766,8.382810825801409,26.472034186741297
1482,184412,125.31625553447184,319.02277039848207,16.98622193649233,37.502048431216835
1483,184412,346.2558858668916,461.77700470869354,127.50696466613724,148.90519230041977
1513,184413,147.2989195678271,182.5130052020808,27.455529775715387,35.38283062645011
1514,184413,263.74549819927967,295.75830332132847,25.908739365815926,35.769528228924976
1515,184413,333.3733493397359,354.98199279711883,33.44934261407579,40.603248259860784
883,184414,176.84343434343435,196.20370370370367,43.27686118185508,48.65955535870274
884,184414,216.4057239057239,234.50336700336703,70.19033206609335,77.29548837953222
885,184414,104.87373737373737,304.7895622895623,184.5187563823374,253.20193407891335
1166,184415,37.90673975683463,114.33516058753251,9.927012820027985,47.20846096635531
1167,184415,122.68079274720643,321.21898938786984,17.868623076050376,37.060847861437814
1168,184415,346.2558858668916,466.16944268746926,125.96276267191068,150.89059486442537
436,184416,350.76327181590335,383.80041011619954,32.434544744040636,44.54865181711605
437,184416,387.59778233462436,424.8120300751879,264.3610785463071,293.27862446268074
438,184416,0.26581605528973196,14.31609326346168,276.6705744431418,294.8417350527549
993,184423,158.05604203152362,206.2171628721541,17.289213696034643,35.052104479631886
994,184423,337.93943018239287,345.4145487164153,286.28581048295257,290.6182228691958
1655,184425,303.85332667909955,359.8889793631198,126.29411320184389,138.19617622610141
1656,184425,298.5999842399727,399.2890476565715,143.26557344013702,163.3227537217562
1657,184425,299.03776277656664,381.7779061928152,238.9228947832439,254.1310864253508
39,184426,301.03148751357213,385.37304172483323,149.8015873015873,172.12301587301587
350,184427,207.2246389092895,253.36139201175072,330.69950008310644,339.6494188945572
1551,184429,57.56578947368421,147.47807017543863,187.58700696055683,237.9350348027842
1552,184429,291.66666666666674,440.7894736842106,188.9404485692189,210.05413766434648
1553,184429,304.82456140350877,396.38157894736844,213.30239752513535,232.79195668986853
1554,184429,69.62719298245617,389.25438596491233,312.91569992266045,336.1948955916473
78,184430,52.222886762360446,152.9007177033493,186.2827814103916,237.71356253954858
79,184430,287.9685007974481,446.95972886762365,186.77494199535963,235.00667932222456
80,184430,67.17503987240828,395.1255980861244,314.4906137945581,338.6064824579905
332,184431,269.7579609655881,463.96700051361074,180.58369207394276,229.69950198362457
283,184542,339.7429711123978,426.5987904522936,48.36061937086828,69.4352012067971
284,184542,341.7535224860065,427.40301100173707,137.3175384888416,169.04033009450285
285,184542,336.92819918934566,432.22833429839795,184.34713163849327,309.24175872931363
445,184545,107.985153067928,127.28288004204443,18.7384975740338,27.71736099492499
446,184545,342.84259624228093,439.33123111286307,130.38871228598518,161.42434889297866
870,184547,118.80509018737959,398.51244332885796,290.2628656053314,330.2172035048747
536,184549,298.0209782812131,397.29756121377824,205.5167055167055,291.958041958042
1169,184550,122.19451371571073,228.6990856192852,202.06624126405345,229.71741112123973
291,184554,338.0552479389689,433.4163898117387,195.50318761384335,234.9688828172435
226,184578,118.16020403752215,137.1806510180262,174.08123791102514,186.97614442295293
218,184579,95.74582526521358,393.64563163033944,295.186948658325,329.20557585600216
1215,184585,384.17364733154204,466.96320380530904,212.81563253394242,241.9489912447659
480,184586,386.49463509798704,404.2298483639266,202.33545647558384,210.40339702760082
222,184597,373.1935645845801,449.8875384329667,72.42603225939072,98.32673253758342
699,184600,395.41387024608497,459.47732357128325,194.806089412413,206.86092167803264
595,184965,68.72116018457481,120.12273597639451,173.92699825132257,192.13316510613808
508,184969,146.45218292051305,249.5303090312687,16.646283462426958,27.743805770711596
509,184969,56.06840731600806,402.3702891265271,293.8201144479171,314.1655720131057
990,184970,375.21831505788725,437.33682637425954,168.9210228051165,188.97358293165934
991,184970,386.92180269720376,448.1400457336286,213.60335786969566,236.48943192716308
992,184970,251.88156070509007,332.0054376204109,179.8191533086724,188.97358293165934
35,184975,171.6822794691647,180.26932084309132,54.97835497835498,60.82251082251082
