jsonname,photoname,width,height,class,xmin,ymin,xmax,ymax
/Users/imchengliang/Downloads/DS-Project/json-data/184261.json,/Users/imchengliang/Downloads/DS-Project/photo184261.png,3920,5180,m,564.5714285714284,3121.428571428571,860.9999999999998,4289.285714285714
/Users/imchengliang/Downloads/DS-Project/json-data/185020.json,/Users/imchengliang/Downloads/DS-Project/photo185020.png,3752,4616,m,719.8571428571427,1264.2857142857142,2105.5714285714284,1846.4285714285713
/Users/imchengliang/Downloads/DS-Project/json-data/194631.json,/Users/imchengliang/Downloads/DS-Project/photo194631.png,4674,3018,m,3573.3225806451615,1199.3548387096773,4057.1935483870966,1470.3225806451612
/Users/imchengliang/Downloads/DS-Project/json-data/194076.json,/Users/imchengliang/Downloads/DS-Project/photo194076.png,2496,3690,m,510.0,721.0,1814.0,913.0
/Users/imchengliang/Downloads/DS-Project/json-data/184975.json,/Users/imchengliang/Downloads/DS-Project/photo184975.png,3660,4620,m,1256.7142857142856,725.7142857142857,1319.5714285714284,802.8571428571428
/Users/imchengliang/Downloads/DS-Project/json-data/184975.json,/Users/imchengliang/Downloads/DS-Project/photo184975.png,3660,4620,m,1242.4285714285713,925.7142857142857,1322.4285714285713,1014.2857142857142
/Users/imchengliang/Downloads/DS-Project/json-data/184975.json,/Users/imchengliang/Downloads/DS-Project/photo184975.png,3660,4620,m,1230.9999999999998,1157.142857142857,1342.4285714285713,1348.5714285714284
/Users/imchengliang/Downloads/DS-Project/json-data/193249.json,/Users/imchengliang/Downloads/DS-Project/photo193249.png,2940,4026,m,523.0,955.0,885.5,1847.5
/Users/imchengliang/Downloads/DS-Project/json-data/184426.json,/Users/imchengliang/Downloads/DS-Project/photo184426.png,3684,5040,m,2217.9999999999995,2157.142857142857,2839.428571428571,2478.5714285714284
/Users/imchengliang/Downloads/DS-Project/json-data/188956.json,/Users/imchengliang/Downloads/DS-Project/photo188956.png,3112,4633,m,2419.8571428571427,2742.8571428571427,2979.8571428571427,3291.428571428571
/Users/imchengliang/Downloads/DS-Project/json-data/184076.json,/Users/imchengliang/Downloads/DS-Project/photo184076.png,2777,4302,m,1474.7142857142853,2654.285714285714,2591.8571428571427,3205.7142857142853
/Users/imchengliang/Downloads/DS-Project/json-data/184076.json,/Users/imchengliang/Downloads/DS-Project/photo184076.png,2777,4302,m,346.1428571428571,3425.7142857142853,2331.8571428571427,3868.571428571428
/Users/imchengliang/Downloads/DS-Project/json-data/194534.json,/Users/imchengliang/Downloads/DS-Project/photo194534.png,3768,5214,m,656.4285714285713,2764.285714285714,1449.2857142857142,2967.8571428571427
/Users/imchengliang/Downloads/DS-Project/json-data/194534.json,/Users/imchengliang/Downloads/DS-Project/photo194534.png,3768,5214,m,652.8571428571427,2985.7142857142853,1524.2857142857142,3178.5714285714284
/Users/imchengliang/Downloads/DS-Project/json-data/194534.json,/Users/imchengliang/Downloads/DS-Project/photo194534.png,3768,5214,m,692.1428571428569,3782.142857142857,1045.7142857142856,3946.428571428571
/Users/imchengliang/Downloads/DS-Project/json-data/194534.json,/Users/imchengliang/Downloads/DS-Project/photo194534.png,3768,5214,m,627.8571428571427,4028.571428571428,1127.8571428571427,4307.142857142857
/Users/imchengliang/Downloads/DS-Project/json-data/194534.json,/Users/imchengliang/Downloads/DS-Project/photo194534.png,3768,5214,m,2381.74358974359,3110.25641025641,2740.7179487179487,3233.333333333333
/Users/imchengliang/Downloads/DS-Project/json-data/183971.json,/Users/imchengliang/Downloads/DS-Project/photo183971.png,3606,4692,m,487.3225806451612,2022.5806451612902,1190.5483870967741,2338.7096774193546
/Users/imchengliang/Downloads/DS-Project/json-data/183971.json,/Users/imchengliang/Downloads/DS-Project/photo183971.png,3606,4692,m,2016.3548387096776,2051.6129032258063,3387.3225806451615,2309.6774193548385
/Users/imchengliang/Downloads/DS-Project/json-data/183971.json,/Users/imchengliang/Downloads/DS-Project/photo183971.png,3606,4692,m,1406.6774193548385,3851.6129032258063,1822.8064516129034,4070.967741935484
/Users/imchengliang/Downloads/DS-Project/json-data/192233.json,/Users/imchengliang/Downloads/DS-Project/photo192233.png,3294,4434,m,2597.5,1079.1666666666667,2789.166666666667,1375.0
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1177.945945945946,1659.4594594594594,1310.3783783783783,1832.4324324324325
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1350.918918918919,1654.0540540540542,1569.837837837838,1802.7027027027027
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,991.4594594594594,1772.972972972973,1110.3783783783783,1891.8918918918919
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,461.7297297297298,2081.0810810810813,648.2162162162163,2208.1081081081084
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,994.1621621621621,1910.8108108108108,1250.918918918919,2040.5405405405406
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1383.3513513513515,1886.4864864864865,1632.0,2008.1081081081081
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,2053.6216216216217,1678.3783783783783,2115.7837837837837,1767.5675675675675
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,2069.837837837838,1932.4324324324325,2594.162162162162,2045.945945945946
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,2148.2162162162163,2159.4594594594596,2323.891891891892,2286.4864864864867
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1721.1891891891892,2164.864864864865,1886.0540540540542,2270.2702702702704
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1461.7297297297298,2613.5135135135138,2004.972972972973,2835.135135135135
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1996.864864864865,2527.027027027027,2115.7837837837837,2613.5135135135138
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1980.6486486486488,2781.0810810810813,2172.5405405405404,2875.675675675676
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1669.837837837838,2891.891891891892,1796.864864864865,3000.0
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1813.0810810810813,2859.4594594594596,2261.7297297297296,2981.0810810810813
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,2383.3513513513512,2891.891891891892,2607.675675675676,3008.1081081081084
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,994.1621621621621,2867.5675675675675,1207.6756756756756,3010.810810810811
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,491.4594594594595,2678.3783783783783,645.5135135135135,2808.1081081081084
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,504.972972972973,2981.0810810810813,1069.837837837838,3148.6486486486488
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1121.1891891891892,2970.2702702702704,1318.4864864864865,3097.2972972972975
/Users/imchengliang/Downloads/DS-Project/json-data/191235.json,/Users/imchengliang/Downloads/DS-Project/photo191235.png,3262,4774,m,1664.4324324324325,3486.4864864864867,1729.2972972972975,3591.891891891892
/Users/imchengliang/Downloads/DS-Project/json-data/190832.json,/Users/imchengliang/Downloads/DS-Project/photo190832.png,2642,4375,m,132.90476190476193,150.04761904761907,2471.0,1107.1904761904761
/Users/imchengliang/Downloads/DS-Project/json-data/192225.json,/Users/imchengliang/Downloads/DS-Project/photo192225.png,3705,4354,m,2426.3333333333335,1056.6666666666667,3066.3333333333335,1436.6666666666667
/Users/imchengliang/Downloads/DS-Project/json-data/192225.json,/Users/imchengliang/Downloads/DS-Project/photo192225.png,3705,4354,m,2436.3333333333335,1520.0,3026.3333333333335,1730.0
/Users/imchengliang/Downloads/DS-Project/json-data/192225.json,/Users/imchengliang/Downloads/DS-Project/photo192225.png,3705,4354,m,2456.3333333333335,1826.6666666666667,3039.666666666667,2046.6666666666667
/Users/imchengliang/Downloads/DS-Project/json-data/192225.json,/Users/imchengliang/Downloads/DS-Project/photo192225.png,3705,4354,m,2449.666666666667,2123.3333333333335,3019.666666666667,2380.0
/Users/imchengliang/Downloads/DS-Project/json-data/184430.json,/Users/imchengliang/Downloads/DS-Project/photo184430.png,3040,4310,m,317.5151515151515,2293.939393939394,929.6363636363635,2927.272727272727
/Users/imchengliang/Downloads/DS-Project/json-data/184430.json,/Users/imchengliang/Downloads/DS-Project/photo184430.png,3040,4310,m,1750.8484848484845,2300.0,2717.5151515151515,2893.939393939394
/Users/imchengliang/Downloads/DS-Project/json-data/184430.json,/Users/imchengliang/Downloads/DS-Project/photo184430.png,3040,4310,m,408.42424242424227,3872.7272727272725,2402.363636363636,4169.696969696969
/Users/imchengliang/Downloads/DS-Project/json-data/194430.json,/Users/imchengliang/Downloads/DS-Project/photo194430.png,3180,3966,m,410.478260869565,3018.6521739130435,2362.652173913043,3318.6521739130435
/Users/imchengliang/Downloads/DS-Project/json-data/186548.json,/Users/imchengliang/Downloads/DS-Project/photo186548.png,3230,4804,m,468.3333333333335,200.0,3058.3333333333335,453.33333333333337
/Users/imchengliang/Downloads/DS-Project/json-data/186548.json,/Users/imchengliang/Downloads/DS-Project/photo186548.png,3230,4804,m,1755.0,2730.0,3015.0,3030.0
/Users/imchengliang/Downloads/DS-Project/json-data/186548.json,/Users/imchengliang/Downloads/DS-Project/photo186548.png,3230,4804,m,705.0,3750.0,2575.0,4493.333333333334
/Users/imchengliang/Downloads/DS-Project/json-data/193199.json,/Users/imchengliang/Downloads/DS-Project/photo193199.png,3570,4914,m,3166.3658536585363,3273.170731707317,3459.048780487805,3790.243902439024
/Users/imchengliang/Downloads/DS-Project/json-data/194294.json,/Users/imchengliang/Downloads/DS-Project/photo194294.png,2748,4002,m,1307.0,218.1818181818182,1388.8181818181818,302.27272727272725
/Users/imchengliang/Downloads/DS-Project/json-data/194294.json,/Users/imchengliang/Downloads/DS-Project/photo194294.png,2748,4002,m,2192.1875,596.875,2356.25,751.5625
/Users/imchengliang/Downloads/DS-Project/json-data/184294.json,/Users/imchengliang/Downloads/DS-Project/photo184294.png,3558,4830,m,2185.666666666667,1896.6666666666667,2552.3333333333335,2103.3333333333335
/Users/imchengliang/Downloads/DS-Project/json-data/184294.json,/Users/imchengliang/Downloads/DS-Project/photo184294.png,3558,4830,m,2139.0,2780.0,2472.3333333333335,3290.0
/Users/imchengliang/Downloads/DS-Project/json-data/192205.json,/Users/imchengliang/Downloads/DS-Project/photo192205.png,3222,4446,m,2389.5714285714284,1780.2857142857144,2984.809523809524,2194.5714285714284
/Users/imchengliang/Downloads/DS-Project/json-data/192205.json,/Users/imchengliang/Downloads/DS-Project/photo192205.png,3222,4446,m,2404.37037037037,2681.4814814814813,3026.592592592592,3411.111111111111
/Users/imchengliang/Downloads/DS-Project/json-data/194447.json,/Users/imchengliang/Downloads/DS-Project/photo194447.png,3120,4074,m,619.608695652174,2337.869565217391,1123.9565217391305,2507.4347826086955
/Users/imchengliang/Downloads/DS-Project/json-data/194017.json,/Users/imchengliang/Downloads/DS-Project/photo194017.png,2892,4038,m,322.22222222222223,2029.6296296296296,614.8148148148148,2125.9259259259256
/Users/imchengliang/Downloads/DS-Project/json-data/194017.json,/Users/imchengliang/Downloads/DS-Project/photo194017.png,2892,4038,m,325.9259259259259,2518.5185185185182,611.1111111111111,2681.4814814814813
/Users/imchengliang/Downloads/DS-Project/json-data/358918.json,/Users/imchengliang/Downloads/DS-Project/photo358918.png,3122,3819,m,421.66666666666697,3380.8333333333335,2309.166666666667,3726.666666666667
/Users/imchengliang/Downloads/DS-Project/json-data/194693.json,/Users/imchengliang/Downloads/DS-Project/photo194693.png,2823,4160,m,2174.301886792453,2633.962264150943,2534.6792452830186,2762.264150943396
/Users/imchengliang/Downloads/DS-Project/json-data/194693.json,/Users/imchengliang/Downloads/DS-Project/photo194693.png,2823,4160,m,1323.3584905660377,2179.2452830188677,1398.830188679245,2260.3773584905657
/Users/imchengliang/Downloads/DS-Project/json-data/185082.json,/Users/imchengliang/Downloads/DS-Project/photo185082.png,3630,4602,m,1189.5833333333335,1270.8333333333335,1468.75,1358.3333333333335
/Users/imchengliang/Downloads/DS-Project/json-data/185082.json,/Users/imchengliang/Downloads/DS-Project/photo185082.png,3630,4602,m,2310.416666666667,847.9166666666667,2452.0833333333335,939.5833333333334
/Users/imchengliang/Downloads/DS-Project/json-data/185082.json,/Users/imchengliang/Downloads/DS-Project/photo185082.png,3630,4602,m,608.3333333333334,2279.166666666667,764.5833333333334,2452.0833333333335
/Users/imchengliang/Downloads/DS-Project/json-data/183855.json,/Users/imchengliang/Downloads/DS-Project/photo183855.png,3104,4485,m,744.8571428571431,2357.4285714285716,973.4285714285716,2533.6190476190477
/Users/imchengliang/Downloads/DS-Project/json-data/183855.json,/Users/imchengliang/Downloads/DS-Project/photo183855.png,3104,4485,m,259.14285714285734,3590.761904761905,387.7142857142858,3786.0
/Users/imchengliang/Downloads/DS-Project/json-data/183855.json,/Users/imchengliang/Downloads/DS-Project/photo183855.png,3104,4485,m,1873.4285714285716,3619.3333333333335,2073.4285714285716,3795.5238095238096
/Users/imchengliang/Downloads/DS-Project/json-data/194386.json,/Users/imchengliang/Downloads/DS-Project/photo194386.png,2970,3972,m,772.625,181.25,2063.25,478.125
/Users/imchengliang/Downloads/DS-Project/json-data/194386.json,/Users/imchengliang/Downloads/DS-Project/photo194386.png,2970,3972,m,0.75,737.5,250.75,1421.875
/Users/imchengliang/Downloads/DS-Project/json-data/184105.json,/Users/imchengliang/Downloads/DS-Project/photo184105.png,3090,4662,m,563.0,687.0,2333.0,1037.0
/Users/imchengliang/Downloads/DS-Project/json-data/184105.json,/Users/imchengliang/Downloads/DS-Project/photo184105.png,3090,4662,m,1963.0,2472.0,2348.0,2827.0
/Users/imchengliang/Downloads/DS-Project/json-data/184105.json,/Users/imchengliang/Downloads/DS-Project/photo184105.png,3090,4662,m,2123.0,2907.0,2908.0,3482.0
/Users/imchengliang/Downloads/DS-Project/json-data/184410.json,/Users/imchengliang/Downloads/DS-Project/photo184410.png,3834,5184,m,2555.142857142857,605.7142857142857,2889.428571428571,802.8571428571428
/Users/imchengliang/Downloads/DS-Project/json-data/184410.json,/Users/imchengliang/Downloads/DS-Project/photo184410.png,3834,5184,m,2795.142857142857,3439.9999999999995,3406.5714285714284,3754.2857142857138
/Users/imchengliang/Downloads/DS-Project/json-data/184410.json,/Users/imchengliang/Downloads/DS-Project/photo184410.png,3834,5184,m,2806.5714285714284,3268.5714285714284,3026.5714285714284,3414.2857142857138
/Users/imchengliang/Downloads/DS-Project/json-data/184410.json,/Users/imchengliang/Downloads/DS-Project/photo184410.png,3834,5184,m,280.8571428571428,3817.142857142857,366.57142857142856,3908.571428571428
/Users/imchengliang/Downloads/DS-Project/json-data/184410.json,/Users/imchengliang/Downloads/DS-Project/photo184410.png,3834,5184,m,312.2857142857142,4268.571428571428,1463.7142857142856,4451.428571428571
/Users/imchengliang/Downloads/DS-Project/json-data/184410.json,/Users/imchengliang/Downloads/DS-Project/photo184410.png,3834,5184,m,1592.285714285714,3354.2857142857138,1663.7142857142856,3534.2857142857138
/Users/imchengliang/Downloads/DS-Project/json-data/184410.json,/Users/imchengliang/Downloads/DS-Project/photo184410.png,3834,5184,m,2812.2857142857138,2499.9999999999995,3057.9999999999995,2594.285714285714
/Users/imchengliang/Downloads/DS-Project/json-data/184410.json,/Users/imchengliang/Downloads/DS-Project/photo184410.png,3834,5184,m,1577.9999999999998,2200.0,1666.5714285714284,2462.8571428571427
/Users/imchengliang/Downloads/DS-Project/json-data/188999.json,/Users/imchengliang/Downloads/DS-Project/photo188999.png,2588,3716,m,1496.0,1534.0,1792.0,1746.0
/Users/imchengliang/Downloads/DS-Project/json-data/188999.json,/Users/imchengliang/Downloads/DS-Project/photo188999.png,2588,3716,m,1548.0,1742.0,2364.0,2262.0
/Users/imchengliang/Downloads/DS-Project/json-data/188999.json,/Users/imchengliang/Downloads/DS-Project/photo188999.png,2588,3716,m,1472.0,2398.0,2464.0,3158.0
/Users/imchengliang/Downloads/DS-Project/json-data/188999.json,/Users/imchengliang/Downloads/DS-Project/photo188999.png,2588,3716,m,1400.0,3202.0,2100.0,3490.0
/Users/imchengliang/Downloads/DS-Project/json-data/188999.json,/Users/imchengliang/Downloads/DS-Project/photo188999.png,2588,3716,m,964.0,3234.0,1232.0,3454.0
/Users/imchengliang/Downloads/DS-Project/json-data/212594.json,/Users/imchengliang/Downloads/DS-Project/photo212594.png,3212,4970,m,2133.8181818181815,3290.9090909090905,2785.333333333333,3663.6363636363635
/Users/imchengliang/Downloads/DS-Project/json-data/212594.json,/Users/imchengliang/Downloads/DS-Project/photo212594.png,3212,4970,m,2173.212121212121,3721.212121212121,3021.6969696969695,4015.151515151515
/Users/imchengliang/Downloads/DS-Project/json-data/184406.json,/Users/imchengliang/Downloads/DS-Project/photo184406.png,2616,4350,m,391.3333333333335,613.2380952380953,1777.0476190476193,941.8095238095239
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,297.5348837209302,181.3953488372093,3364.9767441860467,593.0232558139535
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,311.48837209302326,883.7209302325582,816.1395348837209,1223.2558139534883
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1237.0697674418604,1006.9767441860465,1418.46511627907,1086.046511627907
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1483.5813953488373,1013.953488372093,1648.6976744186047,1090.6976744186047
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,3039.3953488372094,827.9069767441861,3360.3255813953488,1016.2790697674419
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,337.06976744186045,1776.7441860465117,841.7209302325582,2209.3023255813955
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1027.7674418604652,1539.5348837209303,1364.9767441860465,2125.5813953488373
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1513.8139534883721,1551.1627906976744,1804.5116279069769,1725.5813953488373
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1518.46511627907,1725.5813953488373,1848.6976744186047,2060.4651162790697
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1969.6279069767443,1425.5813953488373,3318.4651162790697,1658.139534883721
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1978.2222222222222,1702.7777777777778,3336.5555555555557,2408.3333333333335
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,2067.1111111111113,2438.888888888889,2464.3333333333335,2525.0
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1556.0,2230.5555555555557,1778.2222222222222,2311.1111111111113
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1511.5555555555557,2322.222222222222,1694.8888888888891,2427.777777777778
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1436.5555555555557,2433.3333333333335,1608.7777777777778,2533.3333333333335
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1522.6666666666667,2527.777777777778,1794.8888888888891,2608.3333333333335
/Users/imchengliang/Downloads/DS-Project/json-data/184328.json,/Users/imchengliang/Downloads/DS-Project/photo184328.png,3528,4812,m,1233.3333333333333,2675.7575757575755,1404.5454545454545,2795.4545454545455
